,text,target,loss_by_words,loss_by_sentences,max_word_loss
6299,"Sợ ba lm bv cực , z nên cgái chọn cho ba c.v cực hơn , rủi ro tai nạn cao là chạy grab và shoppe 🥴🥴","Sợ ba làm bảo vệ cực , thế nên con gái chọn cho ba công việc cực hơn , rủi ro tai nạn cao là chạy Grab và Shopee 🥴🥴","<s>: 0.0142, ▁S: 0.0293, ợ: 0.026, ▁ba: 0.0174, ▁làm: 0.0526, ▁bảo: 6.322, ▁vệ: 0.4415, ▁cực: 0.0023, ▁: 0.1255, ,: 0.0932, ▁thế: 0.8403, ▁nên: 0.0338, ▁con: 0.0528, ▁gái: 0.1091, ▁chọn: 0.0277, ▁cho: 0.0324, ▁ba: 0.0138, ▁công: 0.9836, ▁việc: 0.0317, ▁cực: 0.0015, ▁hơn: 0.081, ▁: 0.0439, ,: 0.0991, ▁rủi: 0.0019, ▁ro: 0.0521, ▁tai: 0.0765, ▁nạn: 0.014, ▁cao: 0.0324, ▁là: 0.1147, ▁chạy: 0.0041, ▁Grab: 11.6381, ▁và: 0.0614, ▁Shop: 6.7431, ee: 5.4338, ▁: 0.0648, <unk>: 0.0637, </s>: 0.0541",0.9143,11.6381
8574,nay ms thứ 3 màk ní hỏng lẽ k kịp 🤩,nay mới thứ 3 mà ní không lẽ không kịp 🤩,"<s>: 0.0149, ▁nay: 0.0224, ▁mới: 0.0302, ▁thứ: 0.0365, ▁3: 0.1213, ▁mà: 0.0774, ▁ní: 0.0018, ▁không: 10.529, ▁lẽ: 1.606, ▁không: 0.1383, ▁kịp: 0.0031, ▁: 0.0614, <unk>: 0.0774, </s>: 0.0795",0.9142,10.529
579,Đôi khi hỏng p là do mk,Đôi khi không phải là do mình,"<s>: 0.0148, ▁Đô: 0.0026, i: 0.0271, ▁khi: 0.0189, ▁không: 8.7363, ▁phải: 0.0625, ▁là: 0.0469, ▁do: 0.0677, ▁mình: 0.0692, </s>: 0.0878",0.9134,8.7363
2958,E lm khách guột nka sốp ơiii 🙌🏻🙌🏻,Em làm khách ruột nha shop ơi 🙌🏻🙌🏻,"<s>: 0.0158, ▁Em: 0.0918, ▁làm: 0.0327, ▁khách: 0.0136, ▁ruột: 10.669, ▁nha: 0.0076, ▁shop: 0.0698, ▁ơi: 0.0096, ▁: 0.8145, <unk>: 0.0286, <unk>: 0.0416, <unk>: 0.0466, <unk>: 0.891, </s>: 0.0511",0.9131,10.669
9003,🐍: GHEN ĐÓK ⁉️⁉️⁉️ Ôg khầy confirm là c mèo ghen nka các m🥴🥴🥴,🐍: GHEN ĐÓ ⁉️⁉️⁉️ Ông thầy confirm là con mèo ghen nha các mày 🥴🥴🥴,"<s>: 0.0145, ▁: 0.1074, <unk>: 0.0524, :: 0.0559, ▁G: 0.1079, HEN: 0.0005, ▁Đ: 0.0569, Ó: 0.005, ▁!: 5.4111, ?: 0.1013, <unk>: 0.1322, !: 0.2308, ?: 0.3896, <unk>: 0.1612, !: 0.1787, ?: 0.6218, <unk>: 0.5666, ▁Ông: 0.7508, ▁thầy: 11.8096, ▁confirm: 0.0037, ▁là: 0.0943, ▁con: 0.1185, ▁mè: 0.0026, o: 0.052, ▁gh: 0.0019, en: 0.0773, ▁nha: 0.018, ▁các: 0.085, ▁mày: 0.1612, ▁: 7.2231, <unk>: 0.5661, </s>: 0.0595",0.913,11.8096
1872,lúc nào cũg bảo lên ah bù đắp nma cs bù cđg đâu,lúc nào cũng bảo lên anh bù đắp nhưng mà có bù cái đầu gối đâu,"<s>: 0.0145, ▁lúc: 0.0308, ▁nào: 0.0226, ▁cũng: 0.0313, ▁bảo: 0.0375, ▁lên: 0.0401, ▁anh: 0.038, ▁bù: 0.0008, ▁đắp: 0.003, ▁nhưng: 0.0224, ▁mà: 0.0378, ▁có: 0.1796, ▁bù: 0.0001, ▁cái: 0.4282, ▁đầu: 6.1168, ▁gối: 9.2548, ▁đâu: 0.0737, </s>: 0.0686",0.9112,9.2548
1109,ntin ko rep và chả cs suộc nào nx cả =))))),nhắn tin không reply và chả có source nào nữa cả =))))),"<s>: 0.019, ▁nhắn: 0.4003, ▁tin: 0.1741, ▁không: 0.1321, ▁reply: 0.6239, ▁và: 0.08, ▁chả: 0.0585, ▁có: 0.0732, ▁source: 11.7149, ▁nào: 0.1208, ▁nữa: 0.0518, ▁cả: 0.0767, ▁=): 0.0078, <unk>: 0.0667, </s>: 0.063",0.9109,11.7149
1368,"thì MH xinhh hơn trg mắt t as, t bt MH trc khi bt bả là ny của Hiếu.","thì Mỹ Hàn xinh hơn trong mắt tôi á, tôi biết Mỹ Hàn trước khi biết bả là người yêu của Hiếu.","<s>: 0.0134, ▁thì: 0.0841, ▁Mỹ: 8.3092, ▁Hàn: 8.5105, ▁xinh: 0.0175, ▁hơn: 0.0868, ▁trong: 0.0218, ▁mắt: 0.0339, ▁tôi: 0.2842, ▁á: 0.0343, ,: 0.0756, ▁tôi: 0.1642, ▁biết: 0.119, ▁Mỹ: 4.5381, ▁Hàn: 1.1376, ▁trước: 0.3263, ▁khi: 0.0434, ▁biết: 0.0295, ▁b: 0.4102, ả: 0.0699, ▁là: 0.1327, ▁người: 0.0055, ▁yêu: 0.0171, ▁của: 0.9089, ▁Hi: 0.0042, ếu: 0.0021, .: 0.0696, </s>: 0.0492",0.9107,8.5105
8225,Các vk iu buổi tối vv và ngủ ngol nháaa mai kể chuỵn típp😼,Các vợ yêu buổi tối vui vẻ và ngủ ngon nhé mai kể chuyện tiếp😼,"<s>: 0.0149, ▁Các: 0.0483, ▁vợ: 0.1598, ▁yêu: 0.0591, ▁buổi: 0.0054, ▁tối: 0.0158, ▁vui: 0.1998, ▁vẻ: 0.0133, ▁và: 0.0559, ▁ngủ: 0.0198, ▁ngon: 0.0201, ▁nhé: 4.1651, ▁mai: 2.4926, ▁kể: 0.0047, ▁chuyện: 1.5972, ▁tiếp: 7.2009, <unk>: 0.2221, </s>: 0.0625",0.9087,7.2009
5999,Thứ đg văn vẳn trg đầu t bjo là h nghỉ ziệc r thì lgi nx nhỉ?,Thứ đang văng vẳng trong đầu tôi bây giờ là giờ nghỉ việc rồi thì làm gì nữa nhỉ?,"<s>: 0.0141, ▁Thứ: 0.0381, ▁đang: 0.2231, ▁văn: 0.0252, g: 9.0277, ▁v: 4.8693, ẳ: 0.0034, ng: 5.9988, ▁trong: 0.058, ▁đầu: 0.0187, ▁tôi: 0.1094, ▁bây: 1.8451, ▁giờ: 0.0054, ▁là: 0.077, ▁giờ: 0.0662, ▁nghỉ: 0.0028, ▁việc: 0.0053, ▁rồi: 0.0376, ▁thì: 0.0667, ▁làm: 0.0372, ▁gì: 0.0465, ▁nữa: 0.0219, ▁nhỉ: 0.0037, ?: 0.0414, </s>: 0.0501",0.9077,9.0277
7880,"Ok sếp, xíu tui họt về tui lên","Ok sếp, xíu tui họp về tui lên","<s>: 0.0157, ▁Ok: 0.0047, ▁s: 0.2259, ếp: 0.0095, ,: 0.0913, ▁x: 0.1128, íu: 0.0102, ▁tui: 0.1875, ▁họp: 10.4434, ▁về: 0.1582, ▁tui: 0.3913, ▁lên: 0.055, </s>: 0.0799",0.9066,10.4434
750,"Zẻ zữ lung, bữa nào em qua test ik diễn 😍😍","Rẻ dữ luôn, bữa nào em qua test đi diễn 😍😍","<s>: 0.0161, ▁R: 4.7246, ẻ: 0.0038, ▁dữ: 0.0073, ▁luôn: 9.9468, ,: 0.1073, ▁bữa: 0.0017, ▁nào: 0.0177, ▁em: 0.0734, ▁qua: 0.0693, ▁test: 0.0018, ▁đi: 0.1779, ▁diễn: 0.003, ▁: 0.0716, <unk>: 0.0719, <unk>: 0.0647, </s>: 0.0427",0.906,9.9468
9180,"Thà lấy muộn màk lấy đúng ng còn hơn vội vàng,hỏng cả 1 đời.Cố lên nhé","Thà lấy muộn mà lấy đúng người còn hơn vội vàng, hỏng cả một đời. Cố lên nhé","<s>: 0.0148, ▁Th: 0.0096, à: 0.004, ▁lấy: 0.0073, ▁muộn: 0.0086, ▁mà: 0.1167, ▁lấy: 0.0052, ▁đúng: 0.0192, ▁người: 0.0583, ▁còn: 0.0202, ▁hơn: 0.0084, ▁vội: 0.0005, ▁vàng: 0.001, ,: 0.0832, ▁hỏng: 8.0665, ▁cả: 0.1, ▁một: 3.526, ▁đời: 0.0505, .: 0.0785, ▁Cố: 8.4992, ▁lên: 0.0338, ▁nhé: 0.0198, </s>: 0.0901",0.9053,8.4992
9226,Song tử tháng 6 màk dễ bị trap as =))))) n trap ngta thì cs T bt vì t là cn nhỏ stu t6 ds,Song Tử tháng 6 mà dễ bị trap á =))))) nó trap người ta thì có Tôi biết vì tôi là con nhỏ Song Tử tháng 6 đó,"<s>: 0.0156, ▁Song: 0.0282, ▁Tử: 5.3414, ▁tháng: 0.0372, ▁6: 0.0189, ▁mà: 0.0765, ▁dễ: 0.0073, ▁bị: 0.0295, ▁trap: 0.0002, ▁á: 0.0232, ▁=): 0.0026, <unk>: 0.0531, ▁nó: 0.1006, ▁trap: 0.0004, ▁người: 0.0744, ▁ta: 0.0651, ▁thì: 0.0629, ▁có: 0.0586, ▁Tôi: 0.6283, ▁biết: 0.0856, ▁vì: 0.0463, ▁tôi: 0.0842, ▁là: 0.037, ▁con: 0.0573, ▁nhỏ: 0.0093, ▁Song: 15.9947, ▁Tử: 0.352, ▁tháng: 4.4663, ▁6: 0.1751, ▁đó: 0.0493, </s>: 0.0737",0.905,15.9947
2547,"z lấy ckồnq zì, một mk còn khoẻ hơn ấy chứ","thế lấy chồng gì, một mình còn khỏe hơn ấy chứ","<s>: 0.0146, ▁thế: 0.3736, ▁lấy: 0.0167, ▁chồng: 0.0107, ▁gì: 0.3052, ,: 0.1531, ▁một: 0.0757, ▁mình: 0.0313, ▁còn: 0.0551, <unk>: 11.2438, ▁hơn: 0.2856, ▁ấy: 0.011, ▁chứ: 0.0176, </s>: 0.0721",0.9047,11.2438
4117,Ms nhắn giúp mih qua zalo: 0348993966 nka 🥰🥰🥰🥰,Miss nhắn giúp mình qua Zalo: 0348993966 nha 🥰🥰🥰🥰,"<s>: 0.014, ▁Miss: 11.5244, ▁nhắn: 0.0107, ▁giúp: 0.0379, ▁mình: 0.0258, ▁qua: 0.1115, ▁Za: 5.3715, lo: 0.007, :: 0.0696, ▁03: 0.001, 489: 0.0879, 93: 0.0349, 966: 0.0032, ▁nha: 0.0108, ▁: 0.0891, <unk>: 0.0538, <unk>: 0.0658, <unk>: 0.0472, <unk>: 0.4129, </s>: 0.0598",0.9019,11.5244
7694,như hai còn ng k còn ik chung đg thui vs mih chtay r là ht,như hai con người không còn đi chung đường thôi với mình chia tay rồi là hết,"<s>: 0.0146, ▁như: 0.0465, ▁hai: 0.0272, ▁con: 10.192, ▁người: 6.1504, ▁không: 0.0569, ▁còn: 0.0278, ▁đi: 0.0482, ▁chung: 0.0193, ▁đường: 0.0616, ▁thôi: 0.0295, ▁với: 0.0687, ▁mình: 0.0768, ▁chia: 0.006, ▁tay: 0.0509, ▁rồi: 0.0468, ▁là: 0.1106, ▁hết: 0.0052, </s>: 0.0822",0.9011,10.192
8745,Chứ mìk vs n sắp cãi nhau tới r :)))),Chứ mình với nó sắp cãi nhau tới nơi rồi :)))),"<s>: 0.0154, ▁Ch: 0.12, ứ: 0.0178, ▁mình: 0.0391, ▁với: 0.0762, ▁nó: 0.0229, ▁sắp: 0.0494, ▁cãi: 0.0016, ▁nhau: 0.013, ▁tới: 0.0249, ▁nơi: 12.0814, ▁rồi: 0.7566, <unk>: 0.159, ): 0.0638, </s>: 0.058",0.8999,12.0814
4210,Cái loz t để ảnh rãnh mariana thì shao m ko cs tư cách ns t bệnh đâu,Cái lồn tôi để ảnh rãnh Mariana thì sao mày không có tư cách nói tôi bệnh đâu,"<s>: 0.0145, ▁Cái: 0.0338, ▁lồ: 2.0817, n: 0.1941, ▁tôi: 0.1582, ▁để: 0.0831, ▁ảnh: 0.1259, ▁: 1.1045, rã: 0.0066, nh: 0.0406, ▁Maria: 12.014, na: 4.5415, ▁thì: 0.0388, ▁sao: 0.0014, ▁mày: 0.1136, ▁không: 0.1122, ▁có: 0.0463, ▁tư: 0.0073, ▁cách: 0.0463, ▁nói: 0.0568, ▁tôi: 0.6247, ▁bệnh: 0.0127, ▁đâu: 0.0375, </s>: 0.0651",0.8984,12.014
5221,"Khi t ik, t tự hứa sẽ ko dựa dẫm ai, ko sa đoạ.","Khi tôi đi, tôi tự hứa sẽ không dựa dẫm ai, không sa đọa.","<s>: 0.0141, ▁Khi: 0.0304, ▁tôi: 0.1269, ▁đi: 0.0605, ,: 0.0807, ▁tôi: 0.0904, ▁tự: 0.0643, ▁hứa: 0.0117, ▁sẽ: 0.0628, ▁không: 0.101, ▁dựa: 0.0013, ▁d: 0.0622, ẫ: 0.0049, m: 0.0562, ▁ai: 0.0401, ,: 0.1045, ▁không: 0.0855, ▁sa: 0.0172, ▁đ: 6.6168, ọ: 8.569, a: 4.3204, .: 0.076, </s>: 0.0645",0.8983,8.569
9036,mk tht sự ghen tị zới nhx ai đã đc ik concert của enhypen,mình thật sự ghen tị với những ai đã được đi concert của ENHYPEN,"<s>: 0.0136, ▁mình: 0.0849, ▁thật: 0.0908, ▁sự: 0.03, ▁gh: 0.0038, en: 0.0228, ▁t: 0.0163, ị: 0.0395, ▁với: 0.0608, ▁những: 0.0648, ▁ai: 0.0226, ▁đã: 0.0574, ▁được: 0.1327, ▁đi: 0.0792, ▁concert: 0.0029, ▁của: 0.112, ▁EN: 8.3068, HY: 4.1248, PEN: 4.6071, </s>: 0.0887",0.8981,8.3068
3902,Lổ đầu luonn fen ơi =]]],Lỗ đầu luôn fen ơi =]]],"<s>: 0.0169, ▁L: 0.0827, ỗ: 9.0338, ▁đầu: 0.0158, ▁luôn: 0.0006, ▁fen: 0.0013, ▁ơi: 0.0168, ▁=: 0.0242, ]: 0.4964, ]]: 0.1224, </s>: 0.045",0.896,9.0338
8292,t tưởng 2 b avt chéo xog nhìn kĩ lại tên thì t bik t nhầm r kk dth vl t thấy 2b hợp nhau nh cái lắm i,tôi tưởng hai bạn avatar chéo xong nhìn kỹ lại tên thì tôi biết tôi nhầm rồi kaka dễ thương vãi lồn tôi thấy hai bạn hợp nhau nhiều cái lắm ý,"<s>: 0.0134, ▁tôi: 0.1706, ▁tưởng: 0.0109, ▁hai: 4.7608, ▁bạn: 0.0372, ▁avatar: 7.1067, ▁: 0.1764, ché: 0.0055, o: 0.02, ▁xong: 0.3801, ▁nhìn: 0.0068, ▁kỹ: 1.0996, ▁lại: 0.0193, ▁tên: 0.0131, ▁thì: 0.0586, ▁tôi: 0.0566, ▁biết: 0.0288, ▁tôi: 0.0785, ▁nhầm: 0.0081, ▁rồi: 0.0147, ▁kaka: 9.5343, ▁dễ: 0.0204, ▁thương: 0.0151, ▁v: 0.0182, ã: 1.6368, i: 0.0436, ▁lồ: 0.0533, n: 0.1199, ▁tôi: 0.079, ▁thấy: 0.0252, ▁hai: 5.4281, ▁bạn: 0.1103, ▁hợp: 0.0073, ▁nhau: 0.0175, ▁nhiều: 0.0599, ▁cái: 0.0302, ▁lắm: 0.0108, ▁ý: 3.4871, </s>: 0.0924",0.8937,9.5343
8401,"Hai Thành cx dzui chứ cs khó chịu đâuu , s mak hay ấy quáa kkk","Hai Thành cũng vui chứ có khó chịu đâu , sao mà hay thế quá kkk","<s>: 0.0145, ▁Hai: 0.0356, ▁Thành: 0.0071, ▁cũng: 0.0931, ▁vui: 0.0075, ▁chứ: 0.0261, ▁có: 0.0721, ▁khó: 0.0072, ▁chịu: 0.0044, ▁đâu: 0.0148, ▁: 0.5287, ,: 0.0629, ▁sao: 0.0273, ▁mà: 0.0276, ▁hay: 0.0485, ▁thế: 9.2146, ▁quá: 3.0258, ▁k: 4.5631, kk: 0.0005, </s>: 0.0634",0.8922,9.2146
7013,"ai rcm cho em thầy xem mảng sự nghiệp khu vực Hà Đông, Thanh xuân, hmai zới ạaaa","ai recommend cho em thầy xem mảng sự nghiệp khu vực Hà Đông, Thanh Xuân, Hoàng Mai với ạ","<s>: 0.0148, ▁ai: 0.033, ▁recommend: 0.3042, ▁cho: 0.0492, ▁em: 0.0826, ▁thầy: 0.0274, ▁xem: 0.0382, ▁m: 0.0733, ảng: 0.0165, ▁sự: 0.0111, ▁nghiệp: 0.0619, ▁khu: 0.0169, ▁vực: 0.0073, ▁Hà: 0.0205, ▁Đông: 0.0055, ,: 0.0746, ▁Thanh: 0.0024, ▁Xuân: 4.6827, ,: 0.2447, ▁Hoàng: 10.0304, ▁Mai: 2.0647, ▁với: 0.0402, ▁ạ: 0.0098, </s>: 3.495",0.892,10.0304
5654,Bên mk cs vp ở Long xuyên k ạk,Bên mình có văn phòng ở Long Xuyên không ạ,"<s>: 0.0147, ▁Bên: 0.0126, ▁mình: 0.0283, ▁có: 0.1064, ▁văn: 1.7273, ▁phòng: 0.0863, ▁ở: 0.0518, ▁Long: 0.002, ▁Xu: 9.2842, yên: 0.0296, ▁không: 0.1373, ▁ạ: 0.029, </s>: 0.0787",0.8914,9.2842
9014,"""t thấy bth"" :))))))""","""tôi thấy bình thường"" :))))))","<s>: 0.0155, ▁"": 0.0623, tô: 1.6819, i: 0.3371, ▁thấy: 0.021, ▁bình: 0.0081, ▁thường: 0.0233, "": 0.0494, ▁:: 0.0163, <unk>: 0.0737, </s>: 7.5142",0.8912,7.5142
9088,"""IEM CS GHEN ĐÂU""😠","""EM CÓ GHEN ĐÂU""😠","<s>: 0.0153, ▁"": 0.1059, EM: 9.6832, ▁C: 1.1654, Ó: 0.0628, ▁G: 0.0994, HEN: 0.0019, ▁Đ: 0.0842, Â: 0.0251, U: 0.172, "": 0.0328, <unk>: 0.0623, </s>: 0.065",0.8904,9.6832
6587,em ib c nka hoăc zl 0356172832,em inbox chị nha hoặc Zalo 0356172832,"<s>: 0.0151, ▁em: 0.1137, ▁in: 0.1424, box: 0.0568, ▁chị: 0.0976, ▁nha: 0.0462, ▁hoặc: 9.1758, ▁Za: 3.4927, lo: 0.0213, ▁03: 0.0021, 56: 0.0309, 17: 0.0501, 28: 0.0023, 32: 0.0291, </s>: 0.0729",0.8899,9.1758
4386,Mk thì up tuỳ hứng do cx lười 😁,Mình thì up tùy hứng do cũng lười 😁,"<s>: 0.0165, ▁Mình: 0.1061, ▁thì: 0.0962, ▁up: 0.0064, <unk>: 8.8543, ▁hứng: 1.9451, ▁do: 0.0545, ▁cũng: 0.2099, ▁l: 0.0576, ười: 0.0051, ▁: 0.0699, <unk>: 0.0692, </s>: 0.0731",0.8895,8.8543
7627,T còn bị block rùi cơ í🥲,Tui còn bị block rồi cơ ý🥲,"<s>: 0.0158, ▁Tu: 7.0134, i: 1.5486, ▁còn: 0.0634, ▁bị: 0.0394, ▁block: 0.001, ▁rồi: 0.0958, ▁cơ: 0.0118, ▁ý: 0.8116, <unk>: 0.094, </s>: 0.0723",0.8879,7.0134
1410,Tuỳ ng th má ơi :v c zaiiii cno ctay vẫn vv hp đầy ah,Tùy người thôi má ơi :v con trai chúng nó chia tay vẫn vui vẻ hạnh phúc đầy à,"<s>: 0.016, <unk>: 11.1205, ▁người: 5.3929, ▁thôi: 0.0318, ▁má: 0.0076, ▁ơi: 0.0145, ▁:: 0.0061, v: 0.0275, ▁con: 0.6589, ▁trai: 0.5238, ▁chúng: 0.1033, ▁nó: 0.3148, ▁chia: 0.0059, ▁tay: 0.0231, ▁vẫn: 0.042, ▁vui: 0.2607, ▁vẻ: 0.0334, ▁hạnh: 0.0521, ▁phúc: 0.0132, ▁đầy: 0.0102, ▁à: 0.7902, </s>: 0.0792",0.8876,11.1205
758,Mk sv y2yhn cs kn dạy 2 bn r ạk.,Mình sinh viên y2 y hà nội có kinh nghiệm dạy 2 bạn rồi ạ.,"<s>: 0.0138, ▁Mình: 0.0947, ▁sinh: 0.0745, ▁viên: 0.0508, ▁y: 0.1359, 2: 0.0498, ▁y: 7.0737, ▁hà: 8.5754, ▁nội: 0.2387, ▁có: 0.0916, ▁kinh: 0.0149, ▁nghiệm: 0.0363, ▁dạy: 0.0075, ▁2: 0.1057, ▁bạn: 0.0234, ▁rồi: 0.0738, ▁ạ: 0.0148, .: 0.0828, </s>: 0.0615",0.8852,8.5754
1949,Lãng mạn ko hề đăt n ám vào shop ds shop,Lãng mạn không hề đắt nó ám vào shop đó shop,"<s>: 0.0151, ▁L: 0.0506, ã: 0.0557, ng: 0.0659, ▁mạn: 0.0014, ▁không: 0.137, ▁hề: 0.0359, ▁đắt: 12.1902, ▁nó: 0.5637, ▁ám: 0.0025, ▁vào: 0.0357, ▁shop: 0.0037, ▁đó: 0.0229, ▁shop: 0.0053, </s>: 0.0907",0.8851,12.1902
3988,so thì p so cùng trg côg/dân lập/quốc tế màk cùng trg r thì còn ph so hệ đào tạo là tc clc tt,so thì phải so cùng trường công/dân lập/quốc tế mà cùng trường rồi thì còn phải so hệ đào tạo là tiêu chuẩn chất lượng cao tiên tiến,"<s>: 0.0145, ▁so: 0.0324, ▁thì: 0.1023, ▁phải: 0.0567, ▁so: 0.0214, ▁cùng: 0.0126, ▁trường: 0.6803, ▁công: 0.0567, /: 0.4346, d: 0.0318, ân: 0.0173, ▁lập: 0.0048, /: 0.0309, qu: 0.0107, ốc: 0.0042, ▁tế: 0.0122, ▁mà: 0.046, ▁cùng: 0.0092, ▁trường: 0.0748, ▁rồi: 0.091, ▁thì: 0.0362, ▁còn: 0.0137, ▁phải: 0.0252, ▁so: 0.0252, ▁hệ: 0.0085, ▁đào: 0.0085, ▁tạo: 0.0173, ▁là: 0.114, ▁tiêu: 7.8788, ▁chuẩn: 1.0164, ▁chất: 4.7321, ▁lượng: 0.2188, ▁cao: 3.4684, ▁tiên: 9.9566, ▁tiến: 2.1559, </s>: 0.4034",0.884,9.9566
3876,đặc biệt mua chó mèo ở thái bình nhe bên đók ổ chó mèo bị parvo,đặc biệt mua chó mèo ở Thái Bình nghe bên đó ổ chó mèo bị parvo,"<s>: 0.0131, ▁đặc: 0.0207, ▁biệt: 0.0315, ▁mua: 0.0243, ▁chó: 0.004, ▁mè: 0.0065, o: 0.0212, ▁ở: 0.0744, ▁Thái: 7.0888, ▁Bình: 4.1091, ▁nghe: 7.1418, ▁bên: 0.2188, ▁đó: 0.0508, ▁: 0.3733, ổ: 0.0681, ▁chó: 0.0038, ▁mè: 0.0043, o: 0.0245, ▁bị: 0.0529, ▁par: 0.0182, vo: 0.0102, </s>: 0.0748",0.8834,7.1418
9310,"ý là t bb ấy, ai cx ns bb thì trăng hoa nma t lụy crush đến khùg lsao","ý là tôi Thiên Bình ấy, ai cũng nói Thiên Bình thì trăng hoa nhưng mà tôi lụy crush đến khùng là sao","<s>: 0.0146, ▁ý: 0.0049, ▁là: 0.0453, ▁tôi: 0.1855, ▁Thiên: 13.4219, ▁Bình: 2.2998, ▁ấy: 0.0301, ,: 0.0942, ▁ai: 0.0163, ▁cũng: 0.1411, ▁nói: 0.0675, ▁Thiên: 4.4225, ▁Bình: 0.2396, ▁thì: 0.0765, ▁trăng: 0.0004, ▁hoa: 0.0124, ▁nhưng: 0.0666, ▁mà: 0.0469, ▁tôi: 0.1353, ▁l: 0.062, ụ: 0.0022, y: 0.0145, ▁crush: 0.0003, ▁đến: 0.0536, ▁kh: 1.6101, ùng: 0.0084, ▁là: 2.4599, ▁sao: 0.0139, </s>: 0.0641",0.8831,13.4219
2443,"Bát Giới bảo rùi: ""SƯ PHỤ AH, QUAN TÀI NHÀ NGT S CỨ PH BÊ VỀ NHÀ MK MAK KHOK Z?","Bát Giới bảo rồi: ""SƯ PHỤ À, QUAN TÀI NHÀ NGƯỜI TA SAO CỨ PHẢI BÊ VỀ NHÀ MÌNH MÀ KHÓC VẬY?","<s>: 0.0159, ▁B: 0.0551, át: 0.0105, ▁Giới: 0.005, ▁bảo: 0.0217, ▁rồi: 0.1111, :: 0.1143, ▁"": 0.0514, S: 0.0467, Ư: 0.0039, ▁PH: 0.0131, Ụ: 0.0024, ▁À: 0.9761, ,: 0.0487, ▁QUAN: 0.0007, ▁T: 0.0125, ÀI: 0.0012, ▁NHÀ: 0.003, ▁NGƯỜI: 0.2551, ▁TA: 1.7355, ▁SA: 4.5805, O: 2.2644, ▁C: 0.1025, Ứ: 0.0025, ▁PH: 0.0389, Ả: 5.8008, I: 2.7294, ▁B: 0.2135, Ê: 0.0182, ▁VỀ: 0.0153, ▁NHÀ: 0.0101, ▁M: 0.3648, Ì: 0.4577, NH: 0.0507, ▁M: 2.5323, À: 0.3087, ▁KH: 0.1684, Ó: 8.2874, C: 3.2299, ▁V: 2.8685, Ậ: 0.8556, Y: 0.2745, ?: 0.1558, </s>: 0.0317",0.8829,8.2874
5002,Cuộc sóng mìnk đag sung túc tnh mk tìm tới nổ hủ h mik bể 90tr trg 1 ngày.,Cuộc sống mình đang sung túc tự nhiên mình tìm tới nổ hũ giờ mình bể 90 triệu trong 1 ngày.,"<s>: 0.0151, ▁Cuộc: 0.0118, ▁sống: 12.2558, ▁mình: 0.0287, ▁đang: 0.0128, ▁sung: 0.0019, ▁túc: 0.0061, ▁tự: 0.0621, ▁nhiên: 0.0491, ▁mình: 0.1172, ▁tìm: 0.009, ▁tới: 0.0238, ▁nổ: 0.0002, ▁h: 0.0782, ũ: 9.1803, ▁giờ: 0.3015, ▁mình: 0.0306, ▁b: 0.0211, ể: 0.0367, ▁90: 0.0092, ▁triệu: 0.3552, ▁trong: 0.0434, ▁1: 0.1255, ▁ngày: 0.0254, .: 0.0836, </s>: 0.0591",0.8824,12.2558
4509,Túi vinamilk t cx cs 3 cái 3 màu haha xài thik gke,Túi Vinamilk tôi cũng có 3 cái 3 màu haha xài thích ghê,"<s>: 0.0143, ▁Tú: 0.0309, i: 0.0357, ▁Vin: 7.7544, ami: 6.6046, lk: 3.359, ▁tôi: 0.2187, ▁cũng: 0.0712, ▁có: 0.0775, ▁3: 0.0214, ▁cái: 0.0582, ▁3: 0.0151, ▁màu: 0.0057, ▁haha: 0.0066, ▁x: 0.0386, à: 0.02, i: 0.0345, ▁thích: 0.0209, ▁g: 0.0215, hê: 0.0012, </s>: 0.0899",0.8809,7.7544
4197,Lun lun là nvay vì sản tw gần như k cs p đơn còn sản hn cơ sở vật chất ok hơn cs p đơn,Luôn luôn là như vậy vì sản Trung Ương gần như không có phòng đơn còn sản Hà Nội cơ sở vật chất ok hơn có phòng đơn,"<s>: 0.015, ▁Lu: 4.9084, ôn: 0.0957, ▁luôn: 2.2053, ▁là: 0.1351, ▁như: 0.1217, ▁vậy: 0.0293, ▁vì: 0.0583, ▁sản: 0.013, ▁Trung: 11.7678, ▁: 6.8506, Ư: 0.0968, ơ: 0.0124, ng: 0.0694, ▁gần: 0.0076, ▁như: 0.0173, ▁không: 0.094, ▁có: 0.0671, ▁phòng: 0.3206, ▁đơn: 0.0018, ▁còn: 0.0708, ▁sản: 0.0093, ▁Hà: 2.4697, ▁Nội: 0.0305, ▁cơ: 0.0352, ▁sở: 0.0255, ▁vật: 0.0037, ▁chất: 0.0322, ▁ok: 0.007, ▁hơn: 0.0591, ▁có: 0.0901, ▁phòng: 0.0368, ▁đơn: 0.0023, </s>: 0.0916",0.878,11.7678
3022,Cho ah xin sđt kb nhé.,Cho anh xin số điện thoại kết bạn nhé.,"<s>: 0.0154, ▁Cho: 0.0409, ▁anh: 0.0436, ▁xin: 0.0235, ▁số: 0.7648, ▁điện: 0.0366, ▁thoại: 0.0365, ▁kết: 9.2501, ▁bạn: 0.0595, ▁nhé: 0.1176, .: 0.0816, </s>: 0.0648",0.8779,9.2501
