sentence,list
"Tôi cân anh trong khuôn ảnh, nếu không người ta nói là đồ giả.","['Tôi', 'cân', 'anh', 'trong', 'khuôn', 'ảnh,', 'nếu', 'không', 'người', 'ta', 'nói', 'là', 'đồ', 'giả.']"
cần chúng ta lấy gì cho người không?,"['cần', 'chúng', 'ta', 'lấy', 'gì', 'cho', 'người', 'không?']"
"Tiểu Anh, sau cùng huynh muội chúng ta có thể đoàn tụ.","['Tiểu', 'Anh,', 'sau', 'cùng', 'huynh', 'muội', 'chúng', 'ta', 'có', 'thể', 'đoàn', 'tụ.']"
Chúng ta bốn phía có thể nằm trong vùng chiến tranh,"['Chúng', 'ta', 'bốn', 'phía', 'có', 'thể', 'nằm', 'trong', 'vùng', 'chiến', 'tranh']"
"Vậy lần sau gặp em, anh có nhận ra em không?","['Vậy', 'lần', 'sau', 'gặp', 'em,', 'anh', 'có', 'nhận', 'ra', 'em', 'không?']"
"Xin ông, nếu có điều gì... mà ông có thể cho tôi biết...","['Xin', 'ông,', 'nếu', 'có', 'điều', 'gì...', 'mà', 'ông', 'có', 'thể', 'cho', 'tôi', 'biết...']"
Đôi khi mọi chuyện đều có lý do của nó.,"['Đôi', 'khi', 'mọi', 'chuyện', 'đều', 'có', 'lý', 'do', 'của', 'nó.']"
Chúng ta giống như bị người sái vây trong sơn cốc này,"['Chúng', 'ta', 'giống', 'như', 'bị', 'người', 'sái', 'vây', 'trong', 'sơn', 'cốc', 'này']"
- Đau như cái đầu của con.,"['-', 'Đau', 'như', 'cái', 'đầu', 'của', 'con.']"
cũng như vụ việc Thượng Nghị Sĩ.,"['cũng', 'như', 'vụ', 'việc', 'Thượng', 'Nghị', 'Sĩ.']"
Thiên Nga Đen đã cướp mất tình yêu của cô.,"['Thiên', 'Nga', 'Đen', 'đã', 'cướp', 'mất', 'tình', 'yêu', 'của', 'cô.']"
Yancey sẽ nhét nó trở vô ngay.,"['Yancey', 'sẽ', 'nhét', 'nó', 'trở', 'vô', 'ngay.']"
Mọi lúc có thể.... có chuyện gì nào Jonas?,"['Mọi', 'lúc', 'có', 'thể....', 'có', 'chuyện', 'gì', 'nào', 'Jonas?']"
"Với một đòn tấn công mạnh mẽ, chúng ta có thể thay đổi tất cả.","['Với', 'một', 'đòn', 'tấn', 'công', 'mạnh', 'mẽ,', 'chúng', 'ta', 'có', 'thể', 'thay', 'đổi', 'tất', 'cả.']"
KhingàiStarkcôngbốlà Người Sắt ông ấy hứa với nước Mỹ,"['KhingàiStarkcôngbốlà', 'Người', 'Sắt', 'ông', 'ấy', 'hứa', 'với', 'nước', 'Mỹ']"
Chúng tôi đã có tin cho biết,"['Chúng', 'tôi', 'đã', 'có', 'tin', 'cho', 'biết']"
Không có ai cười bọn họ cả.,"['Không', 'có', 'ai', 'cười', 'bọn', 'họ', 'cả.']"
"Trên boong chú ý, Chúng ta có 1 lon Coka.","['Trên', 'boong', 'chú', 'ý,', 'Chúng', 'ta', 'có', '1', 'lon', 'Coka.']"
Lưng tôi có nhiều vết lằn hơn cả ngựa vằn.,"['Lưng', 'tôi', 'có', 'nhiều', 'vết', 'lằn', 'hơn', 'cả', 'ngựa', 'vằn.']"
- Bọn bắt cóc làm việc cho chú à?,"['-', 'Bọn', 'bắt', 'cóc', 'làm', 'việc', 'cho', 'chú', 'à?']"
Nó không thể cứ thua mãi được.,"['Nó', 'không', 'thể', 'cứ', 'thua', 'mãi', 'được.']"
Đó là tất cả những gì cô quan tâm.,"['Đó', 'là', 'tất', 'cả', 'những', 'gì', 'cô', 'quan', 'tâm.']"
Mặc dù điều này có thể tiết kiệm tiền lương Nếu thay vì bạn làm cho tôi một đặc ân.,"['Mặc', 'dù', 'điều', 'này', 'có', 'thể', 'tiết', 'kiệm', 'tiền', 'lương', 'Nếu', 'thay', 'vì', 'bạn', 'làm', 'cho', 'tôi', 'một', 'đặc', 'ân.']"
Khó mà đoán trước được những khó khăn khi mình đi làm ăn lớn ở xa.,"['Khó', 'mà', 'đoán', 'trước', 'được', 'những', 'khó', 'khăn', 'khi', 'mình', 'đi', 'làm', 'ăn', 'lớn', 'ở', 'xa.']"
"Anh biết đấy, Ruby quen chủ 1 quán bar ở thị trấn ven biển","['Anh', 'biết', 'đấy,', 'Ruby', 'quen', 'chủ', '1', 'quán', 'bar', 'ở', 'thị', 'trấn', 'ven', 'biển']"
"Nghe này, dây trói của hắn không chặt.","['Nghe', 'này,', 'dây', 'trói', 'của', 'hắn', 'không', 'chặt.']"
"Cứ ở đây, uống thêm gì đi, đừng đợi","['Cứ', 'ở', 'đây,', 'uống', 'thêm', 'gì', 'đi,', 'đừng', 'đợi']"
Tôi chỉ muốn đi dạo với cậu nhóc Chúng tôi có vài việc chưa xong,"['Tôi', 'chỉ', 'muốn', 'đi', 'dạo', 'với', 'cậu', 'nhóc', 'Chúng', 'tôi', 'có', 'vài', 'việc', 'chưa', 'xong']"
Chúng ta tìm thằng bé và bất cứ điều gì họ đã nhận thấy trong mấy ngày qua.,"['Chúng', 'ta', 'tìm', 'thằng', 'bé', 'và', 'bất', 'cứ', 'điều', 'gì', 'họ', 'đã', 'nhận', 'thấy', 'trong', 'mấy', 'ngày', 'qua.']"
Vậy việc Nikita đã biến mất khỏi radar 3 ngày là do có sự sắp xếp của ông,"['Vậy', 'việc', 'Nikita', 'đã', 'biến', 'mất', 'khỏi', 'radar', '3', 'ngày', 'là', 'do', 'có', 'sự', 'sắp', 'xếp', 'của', 'ông']"
Nhưng cậu cũng không làm gì được,"['Nhưng', 'cậu', 'cũng', 'không', 'làm', 'gì', 'được']"
"Lần cuối tôi thấy cô ấy, cô ấy đã lên chuyến tàu tới Messina.","['Lần', 'cuối', 'tôi', 'thấy', 'cô', 'ấy,', 'cô', 'ấy', 'đã', 'lên', 'chuyến', 'tàu', 'tới', 'Messina.']"
Chị nghe nói đám cưới em gần kề.,"['Chị', 'nghe', 'nói', 'đám', 'cưới', 'em', 'gần', 'kề.']"
Tôi sẽ thu xếp và thông báo cho bộ phận quản lý tàu...,"['Tôi', 'sẽ', 'thu', 'xếp', 'và', 'thông', 'báo', 'cho', 'bộ', 'phận', 'quản', 'lý', 'tàu...']"
Tôt . điều đầu tiên tôi muốn cậu biết về tôi là Một nhà phép thuật.,"['Tôt', '.', 'điều', 'đầu', 'tiên', 'tôi', 'muốn', 'cậu', 'biết', 'về', 'tôi', 'là', 'Một', 'nhà', 'phép', 'thuật.']"
"Em không biết, em phải chờ sinh con","['Em', 'không', 'biết,', 'em', 'phải', 'chờ', 'sinh', 'con']"
"Cái người mà tôi nói với anh, George Noyce ấy.","['Cái', 'người', 'mà', 'tôi', 'nói', 'với', 'anh,', 'George', 'Noyce', 'ấy.']"
 Nó báo với tôi là sắp mưa  Ông từ Bắc Kinh đến?,"['Nó', 'báo', 'với', 'tôi', 'là', 'sắp', 'mưa', 'Ông', 'từ', 'Bắc', 'Kinh', 'đến?']"
Con đại bàng đã sử dụng móng vuốt móc xuyên tim con gà.,"['Con', 'đại', 'bàng', 'đã', 'sử', 'dụng', 'móng', 'vuốt', 'móc', 'xuyên', 'tim', 'con', 'gà.']"
ñây là thÜ phòng cûa Thit lão gia.,"['ñây', 'là', 'thÜ', 'phòng', 'cûa', 'Thit', 'lão', 'gia.']"
Tôi cảm thấy giống như một kẻ giả mạo đứng ở đây.,"['Tôi', 'cảm', 'thấy', 'giống', 'như', 'một', 'kẻ', 'giả', 'mạo', 'đứng', 'ở', 'đây.']"
Trong khi nạn nhân thứ 2 bị bắn....,"['Trong', 'khi', 'nạn', 'nhân', 'thứ', '2', 'bị', 'bắn....']"
Thêm món bánh phồng kiểu cũ nữa nhé?,"['Thêm', 'món', 'bánh', 'phồng', 'kiểu', 'cũ', 'nữa', 'nhé?']"
"Well, Chúng ta nên giữ truyền thống.","['Well,', 'Chúng', 'ta', 'nên', 'giữ', 'truyền', 'thống.']"
Lẽ ra chú phải cứu tất cả bọn cháu.,"['Lẽ', 'ra', 'chú', 'phải', 'cứu', 'tất', 'cả', 'bọn', 'cháu.']"
"Con không biết ""The Boss"" là ai ư?","['Con', 'không', 'biết', '""The', 'Boss""', 'là', 'ai', 'ư?']"
"Dù sao đi nữa, Tôi rất giỏi đấy.","['Dù', 'sao', 'đi', 'nữa,', 'Tôi', 'rất', 'giỏi', 'đấy.']"
"Một khi tôi đã ra ngoài, tôi có thể tiêu diệt hắn.","['Một', 'khi', 'tôi', 'đã', 'ra', 'ngoài,', 'tôi', 'có', 'thể', 'tiêu', 'diệt', 'hắn.']"
"anh cũng không thể tin được, em yêu.","['anh', 'cũng', 'không', 'thể', 'tin', 'được,', 'em', 'yêu.']"
Cô ta chưa bao giờ biết mình ở viện tâm thần.,"['Cô', 'ta', 'chưa', 'bao', 'giờ', 'biết', 'mình', 'ở', 'viện', 'tâm', 'thần.']"
 Pháo bị ướt làm sao đốt được  Có vài đồng tiền,"['Pháo', 'bị', 'ướt', 'làm', 'sao', 'đốt', 'được', 'Có', 'vài', 'đồng', 'tiền']"
"Yancey, lần này tôi sợ là anh không đúng rồi.","['Yancey,', 'lần', 'này', 'tôi', 'sợ', 'là', 'anh', 'không', 'đúng', 'rồi.']"
Không phải là thế giới mà em sống cả phần đời còn lại trong đó.,"['Không', 'phải', 'là', 'thế', 'giới', 'mà', 'em', 'sống', 'cả', 'phần', 'đời', 'còn', 'lại', 'trong', 'đó.']"
mày không cần phải cảm ơn tao nhưng mày không được đi đâu hết.,"['mày', 'không', 'cần', 'phải', 'cảm', 'ơn', 'tao', 'nhưng', 'mày', 'không', 'được', 'đi', 'đâu', 'hết.']"
Vi thần cũng có một đề nghị,"['Vi', 'thần', 'cũng', 'có', 'một', 'đề', 'nghị']"
"Chỉ huy, Smith và người của ông ta có công trong việc thu hồi những bản kẽm","['Chỉ', 'huy,', 'Smith', 'và', 'người', 'của', 'ông', 'ta', 'có', 'công', 'trong', 'việc', 'thu', 'hồi', 'những', 'bản', 'kẽm']"
anh sẽ không bao giờ làm hại em.,"['anh', 'sẽ', 'không', 'bao', 'giờ', 'làm', 'hại', 'em.']"
"Tung hoành ngang dọc, thấy việc bất bình ra tay tương trợ!","['Tung', 'hoành', 'ngang', 'dọc,', 'thấy', 'việc', 'bất', 'bình', 'ra', 'tay', 'tương', 'trợ!']"
"Cửa đang đóng, xin đứng tránh ra.","['Cửa', 'đang', 'đóng,', 'xin', 'đứng', 'tránh', 'ra.']"
"Đã 1 năm trôi qua, không biết Phong Nhi đã lớn thế nào?","['Đã', '1', 'năm', 'trôi', 'qua,', 'không', 'biết', 'Phong', 'Nhi', 'đã', 'lớn', 'thế', 'nào?']"
Sao ông lại mời tôi tới đây?,"['Sao', 'ông', 'lại', 'mời', 'tôi', 'tới', 'đây?']"
Bỏ cái tay anh ra khỏi mặt tôi.,"['Bỏ', 'cái', 'tay', 'anh', 'ra', 'khỏi', 'mặt', 'tôi.']"
Giống như cách mà anh có mấy cái này.,"['Giống', 'như', 'cách', 'mà', 'anh', 'có', 'mấy', 'cái', 'này.']"
"Nếu cần, các bạn có thể tìm hiểu các chi tiết kỹ thuật sau.","['Nếu', 'cần,', 'các', 'bạn', 'có', 'thể', 'tìm', 'hiểu', 'các', 'chi', 'tiết', 'kỹ', 'thuật', 'sau.']"
Anh hướng tới tương lai của anh.,"['Anh', 'hướng', 'tới', 'tương', 'lai', 'của', 'anh.']"
Mấy gã ra khỏi trực thăng trông giống như biệt kích vậy.,"['Mấy', 'gã', 'ra', 'khỏi', 'trực', 'thăng', 'trông', 'giống', 'như', 'biệt', 'kích', 'vậy.']"
"Không, chúng tôi không phải là bác sĩ","['Không,', 'chúng', 'tôi', 'không', 'phải', 'là', 'bác', 'sĩ']"
Ông có thể làm gì đó không?,"['Ông', 'có', 'thể', 'làm', 'gì', 'đó', 'không?']"
Nhưng nó chưa bao giờ nhắc về em.,"['Nhưng', 'nó', 'chưa', 'bao', 'giờ', 'nhắc', 'về', 'em.']"
"Chúng làm làm gì, Cảnh sát trưởng?","['Chúng', 'làm', 'làm', 'gì,', 'Cảnh', 'sát', 'trưởng?']"
Chỉ nếu như mẹ không ở đây.,"['Chỉ', 'nếu', 'như', 'mẹ', 'không', 'ở', 'đây.']"
Có thể ở bao lâu tùy thích,"['Có', 'thể', 'ở', 'bao', 'lâu', 'tùy', 'thích']"
"Này, tôi đã thấy dấu hiệu ở gánh xiếc.","['Này,', 'tôi', 'đã', 'thấy', 'dấu', 'hiệu', 'ở', 'gánh', 'xiếc.']"
Tôi vô cũng miễn cưỡng trả lời những lời vớ vẩn của 1 kẻ nát rượu thấp kém hơn mình.,"['Tôi', 'vô', 'cũng', 'miễn', 'cưỡng', 'trả', 'lời', 'những', 'lời', 'vớ', 'vẩn', 'của', '1', 'kẻ', 'nát', 'rượu', 'thấp', 'kém', 'hơn', 'mình.']"
"Brody, đây là chuyện 2 đứa con của hắn chống lại hàng ngàn người chúng ta.","['Brody,', 'đây', 'là', 'chuyện', '2', 'đứa', 'con', 'của', 'hắn', 'chống', 'lại', 'hàng', 'ngàn', 'người', 'chúng', 'ta.']"
"Bẩm đại nhân, dòng chảy rất mạnh.","['Bẩm', 'đại', 'nhân,', 'dòng', 'chảy', 'rất', 'mạnh.']"
"Hỏi được ai đưa hàng cho hắn thì ra liền, hiểu không?","['Hỏi', 'được', 'ai', 'đưa', 'hàng', 'cho', 'hắn', 'thì', 'ra', 'liền,', 'hiểu', 'không?']"
- Mỗi tối trước khi đi ngủ.,"['-', 'Mỗi', 'tối', 'trước', 'khi', 'đi', 'ngủ.']"
Tôi không quan tâm anh đã ở đây bao lâu.,"['Tôi', 'không', 'quan', 'tâm', 'anh', 'đã', 'ở', 'đây', 'bao', 'lâu.']"
Có lẽ nó sẽ sớm trở lại bình thường thôi.,"['Có', 'lẽ', 'nó', 'sẽ', 'sớm', 'trở', 'lại', 'bình', 'thường', 'thôi.']"
Những con thuyền đó không bao giờ trở lại.,"['Những', 'con', 'thuyền', 'đó', 'không', 'bao', 'giờ', 'trở', 'lại.']"
tôi không muốn nghe những từ về Wales.,"['tôi', 'không', 'muốn', 'nghe', 'những', 'từ', 'về', 'Wales.']"
Gã được ban sức mạnh tuyệt vời này là ai thế ?,"['Gã', 'được', 'ban', 'sức', 'mạnh', 'tuyệt', 'vời', 'này', 'là', 'ai', 'thế', '?']"
Cô gái bắt đầu rên rỉ Cái ghế của tôi kêu cút kít,"['Cô', 'gái', 'bắt', 'đầu', 'rên', 'rỉ', 'Cái', 'ghế', 'của', 'tôi', 'kêu', 'cút', 'kít']"
Ôi nhưng con có làm cho mẹ vui lòng với điều này nào,"['Ôi', 'nhưng', 'con', 'có', 'làm', 'cho', 'mẹ', 'vui', 'lòng', 'với', 'điều', 'này', 'nào']"
"Chào mừng đến với ""Cuộc đua tử thần""","['Chào', 'mừng', 'đến', 'với', '""Cuộc', 'đua', 'tử', 'thần""']"
Yancey sẽ nhét nó trở vô ngay.,"['Yancey', 'sẽ', 'nhét', 'nó', 'trở', 'vô', 'ngay.']"
"Chúng tôi chiến đấu, đang cố thủ...","['Chúng', 'tôi', 'chiến', 'đấu,', 'đang', 'cố', 'thủ...']"
Người của anh có vẻ hơi căng thẳng nhỉ.,"['Người', 'của', 'anh', 'có', 'vẻ', 'hơi', 'căng', 'thẳng', 'nhỉ.']"
trước đây cậu đã từng bôi kem thế này rồi phải không?,"['trước', 'đây', 'cậu', 'đã', 'từng', 'bôi', 'kem', 'thế', 'này', 'rồi', 'phải', 'không?']"
"Không chấp nhận câu trả lời ""Không.""","['Không', 'chấp', 'nhận', 'câu', 'trả', 'lời', '""Không.""']"
Con cần 1 người kiến tạo xuất sắc như con vậy.,"['Con', 'cần', '1', 'người', 'kiến', 'tạo', 'xuất', 'sắc', 'như', 'con', 'vậy.']"
Chuyện gì xảy ra với Coke Hayes?,"['Chuyện', 'gì', 'xảy', 'ra', 'với', 'Coke', 'Hayes?']"
Anh không gặp rắc rối gì cả.,"['Anh', 'không', 'gặp', 'rắc', 'rối', 'gì', 'cả.']"
"Không, nói rằng ông Feder Tôi phải nghiên cứu cho lớn cuối cùng","['Không,', 'nói', 'rằng', 'ông', 'Feder', 'Tôi', 'phải', 'nghiên', 'cứu', 'cho', 'lớn', 'cuối', 'cùng']"
"Jack, không thể tin được lại có chuyện này.","['Jack,', 'không', 'thể', 'tin', 'được', 'lại', 'có', 'chuyện', 'này.']"
Không phải quản gia của anh nhé!,"['Không', 'phải', 'quản', 'gia', 'của', 'anh', 'nhé!']"
Tất cả bọn họ chỉ toàn một lũ đạo đức giả thôi.,"['Tất', 'cả', 'bọn', 'họ', 'chỉ', 'toàn', 'một', 'lũ', 'đạo', 'đức', 'giả', 'thôi.']"
Xe em bị bánh xe trì lại !,"['Xe', 'em', 'bị', 'bánh', 'xe', 'trì', 'lại', '!']"
"Anh ấy thường ném quá cao, hoặc quá xa tầm tay tôi.","['Anh', 'ấy', 'thường', 'ném', 'quá', 'cao,', 'hoặc', 'quá', 'xa', 'tầm', 'tay', 'tôi.']"
Sao anh có thể nói thế chứ?,"['Sao', 'anh', 'có', 'thể', 'nói', 'thế', 'chứ?']"
So với bọn họ có khác gì?,"['So', 'với', 'bọn', 'họ', 'có', 'khác', 'gì?']"
Vậy là tất cả bọn họ đều ở trên thiên đàng.,"['Vậy', 'là', 'tất', 'cả', 'bọn', 'họ', 'đều', 'ở', 'trên', 'thiên', 'đàng.']"
Nhưng không đủ sức để phá... sợi xích và cả cái khóa.,"['Nhưng', 'không', 'đủ', 'sức', 'để', 'phá...', 'sợi', 'xích', 'và', 'cả', 'cái', 'khóa.']"
- Thế còn bản năng thì sao?,"['-', 'Thế', 'còn', 'bản', 'năng', 'thì', 'sao?']"
"Lenny, chúng tôi đã có một vấn đề nhỏ -","['Lenny,', 'chúng', 'tôi', 'đã', 'có', 'một', 'vấn', 'đề', 'nhỏ', '-']"
Chúng tôi không cứu được ông ấy.,"['Chúng', 'tôi', 'không', 'cứu', 'được', 'ông', 'ấy.']"
"Em hoảng sợ, và em trốn chạy.","['Em', 'hoảng', 'sợ,', 'và', 'em', 'trốn', 'chạy.']"
Tôi đã thấy họ ở quảng trường.,"['Tôi', 'đã', 'thấy', 'họ', 'ở', 'quảng', 'trường.']"
Chấp nhận sự thật rằng anh đang mơ và tôi ở đây để bảo vệ anh.,"['Chấp', 'nhận', 'sự', 'thật', 'rằng', 'anh', 'đang', 'mơ', 'và', 'tôi', 'ở', 'đây', 'để', 'bảo', 'vệ', 'anh.']"
Người đàn ông mà mọi người gọi là Machete...,"['Người', 'đàn', 'ông', 'mà', 'mọi', 'người', 'gọi', 'là', 'Machete...']"
"Tôi van xin các người, chặn hắn lại!","['Tôi', 'van', 'xin', 'các', 'người,', 'chặn', 'hắn', 'lại!']"
cho quãng thời gian ba tháng của ông.,"['cho', 'quãng', 'thời', 'gian', 'ba', 'tháng', 'của', 'ông.']"
- Rất nhiều chuyện đã xảy ra kể từ những ngày đó.,"['-', 'Rất', 'nhiều', 'chuyện', 'đã', 'xảy', 'ra', 'kể', 'từ', 'những', 'ngày', 'đó.']"
Lần sau thì để Hannibal lên kế hoạch nhé.,"['Lần', 'sau', 'thì', 'để', 'Hannibal', 'lên', 'kế', 'hoạch', 'nhé.']"
Cách trại bọn chúng khoảng ba mươi bộ.,"['Cách', 'trại', 'bọn', 'chúng', 'khoảng', 'ba', 'mươi', 'bộ.']"
"Khi chúng ta dừng lại, tôi muốn bẻ từng đốt xương trên người anh.","['Khi', 'chúng', 'ta', 'dừng', 'lại,', 'tôi', 'muốn', 'bẻ', 'từng', 'đốt', 'xương', 'trên', 'người', 'anh.']"
Rèn luyện đến mức đấy để làm cái gì nào?,"['Rèn', 'luyện', 'đến', 'mức', 'đấy', 'để', 'làm', 'cái', 'gì', 'nào?']"
"Phải, con nghĩ đó là cái Darwin phát hiện ra ở Galapagos lsles.","['Phải,', 'con', 'nghĩ', 'đó', 'là', 'cái', 'Darwin', 'phát', 'hiện', 'ra', 'ở', 'Galapagos', 'lsles.']"
"Dù có chuyện gì, ít ra chúng ta cũng được ở bên nhau.","['Dù', 'có', 'chuyện', 'gì,', 'ít', 'ra', 'chúng', 'ta', 'cũng', 'được', 'ở', 'bên', 'nhau.']"
"Nhìn thấy người gặp nạn, muốn giúp nhưng mà... lại không làm.","['Nhìn', 'thấy', 'người', 'gặp', 'nạn,', 'muốn', 'giúp', 'nhưng', 'mà...', 'lại', 'không', 'làm.']"
"- Vậy ông tính ""xã hội đen"" toàn diện luôn à.","['-', 'Vậy', 'ông', 'tính', '""xã', 'hội', 'đen""', 'toàn', 'diện', 'luôn', 'à.']"
Mày là một thằng dối trá và khốn kiếp!,"['Mày', 'là', 'một', 'thằng', 'dối', 'trá', 'và', 'khốn', 'kiếp!']"
"Ông ấy sẽ không từ bỏ nó, Sam.","['Ông', 'ấy', 'sẽ', 'không', 'từ', 'bỏ', 'nó,', 'Sam.']"
Để mua giỏ xách và quần áo,"['Để', 'mua', 'giỏ', 'xách', 'và', 'quần', 'áo']"
Có bao giờ cô phản bội ảnh không?,"['Có', 'bao', 'giờ', 'cô', 'phản', 'bội', 'ảnh', 'không?']"
Rồi tôi tiễn bọn trẻ đi học.,"['Rồi', 'tôi', 'tiễn', 'bọn', 'trẻ', 'đi', 'học.']"
Nếu con phá hoại cả thế giới này... đó là trách nhiệm của con đó.,"['Nếu', 'con', 'phá', 'hoại', 'cả', 'thế', 'giới', 'này...', 'đó', 'là', 'trách', 'nhiệm', 'của', 'con', 'đó.']"
Tôi nghĩ chúng có thể bỏ đi,"['Tôi', 'nghĩ', 'chúng', 'có', 'thể', 'bỏ', 'đi']"
"Cậu đã nghe một câu ngạn ngữ cổ, một chiếc gương nứt có thể mang lại bảy năm xui xẻo.","['Cậu', 'đã', 'nghe', 'một', 'câu', 'ngạn', 'ngữ', 'cổ,', 'một', 'chiếc', 'gương', 'nứt', 'có', 'thể', 'mang', 'lại', 'bảy', 'năm', 'xui', 'xẻo.']"
Đốt lửa lên.Tao muốn mấy thằng sao Hỏa cũng phải thấy được.,"['Đốt', 'lửa', 'lên.Tao', 'muốn', 'mấy', 'thằng', 'sao', 'Hỏa', 'cũng', 'phải', 'thấy', 'được.']"
Nhưng nó có thể được mở từ bên ngoài.,"['Nhưng', 'nó', 'có', 'thể', 'được', 'mở', 'từ', 'bên', 'ngoài.']"
Thế thì anh chắc chắn không phải là gay rồi.,"['Thế', 'thì', 'anh', 'chắc', 'chắn', 'không', 'phải', 'là', 'gay', 'rồi.']"
